doi,openalex_id,label_included,pmid,method,titles,abstracts
https://doi.org/10.1016/j.virusres.2009.09.006,https://openalex.org/W2044133523,1,https://pubmed.ncbi.nlm.nih.gov/19748534,id_retrieval_doi,Detection of a novel porcine boca-like virus in the background of porcine circovirus type 2 induced postweaning multisystemic wasting syndrome.,"Porcine circovirus type 2 (PCV-2) has been found to be the causative agent of postweaning multisystemic wasting syndrome (PMWS). However, PCV-2 is a ubiquitous virus in the swine population and a majority of pigs infected with PCV-2 do not develop the disease. Different factors such as age, maintenance, the genetics of PCV-2, other pathogens, etc. have been suggested to contribute to the development of PMWS. However, so far no proven connection between any of these factors and the disease development has been found. In this study we explored the possible presence of other so far unknown DNA containing infectious agents in lymph nodes collected from Swedish pigs with confirmed PMWS through random amplification and high-throughput sequencing. Although the vast majority of the amplified genetic sequences belonged to PCV-2, we also found genome sequences of Torque Teno virus (TTV) and of a novel parvovirus. The detection of TTV was expected since like PCV-2, TTV has been found to have high prevalence in pigs around the world. We were able to amplify a longer region of the parvovirus genome, consisting of the entire NP1 and partial VP1/2. By comparative analysis of the nucleotide sequences and phylogenetic studies we propose that this is a novel porcine parvovirus, with genetic relationship to bocaviruses."
https://doi.org/10.1371/journal.pone.0166863,https://openalex.org/W2559644192,1,https://pubmed.ncbi.nlm.nih.gov/27907010,id_retrieval_doi,Viral Metagenomic Analysis Displays the Co-Infection Situation in Healthy and PMWS Affected Pigs.,"The development of high-throughput sequencing technologies have allowed the possibility to investigate and characterise the entire microbiome of individuals, providing better insight to the complex interaction between different microorganisms. This will help to understand how the microbiome influence the susceptibility of secondary agents and development of disease. We have applied viral metagenomics to investigate the virome of lymph nodes from Swedish pigs suffering from the multifactorial disease postweaning multisystemic wasting syndrome (PMWS) as well as from healthy pigs. The aim is to increase knowledge of potential viruses, apart from porcine circovirus type 2 (PCV2), involved in PMWS development as well as to increase knowledge on the virome of healthy individuals. In healthy individuals, a diverse viral flora was seen with several different viruses present simultaneously. The majority of the identified viruses were small linear and circular DNA viruses, such as different circoviruses, anelloviruses and bocaviruses. In the pigs suffering from PMWS, PCV2 sequences were, as expected, detected to a high extent but other viruses were also identified in the background of PCV2. Apart from DNA viruses also RNA viruses were identified, among them were a porcine pestivirus showing high similarity to a recently (in 2015) discovered atypical porcine pestivirus in the US. Majority of the viruses identified in the background of PCV2 in PMWS pigs could also be identified in the healthy pigs. PCV2 sequences were also identified in the healthy pigs but to a much lower extent than in PMWS affected pigs. Although the method used here is not quantitative the very clear difference in amount of PCV2 sequences in PMWS affected pigs and healthy pigs most likely reflect the very strong replication of PCV2 known to be a hallmark of PMWS. Taken together, these findings illustrate that pigs appear to have a considerable viral flora consisting to a large extent of small single-stranded and circular DNA viruses. Future research on these types of viruses will help to better understand the role that these ubiquitous viruses may have on health and disease of pigs. We also demonstrate for the first time, in Europe, the presence of a novel porcine pestivirus."
https://doi.org/10.1128/genomea.00172-17,https://openalex.org/W2614038853,1,,search_title,Genome Sequence of a Bovine Rhinitis B Virus Identified in Cattle in Sweden,"<jats:title>ABSTRACT</jats:title>
          <jats:p>A bovine rhinitis B virus, identified in a calf from Sweden, was genetically characterized. The complete polyprotein was recovered, and phylogenetic analysis showed that this virus has the highest similarity to a bovine rhinitis B virus previously identified in Mexico.</jats:p>"
https://doi.org/10.3390/v10070382,https://openalex.org/W2883654933,1,https://pubmed.ncbi.nlm.nih.gov/30036964,id_retrieval_doi,Characterisation of the Virome of Tonsils from Conventional Pigs and from Specific Pathogen-Free Pigs.,"Porcine respiratory disease is a multifactorial disease that can be influenced by a number of different microorganisms, as well as by non-infectious factors such as the management and environment of the animals. It is generally believed that the interaction between different infectious agents plays an important role in regard to respiratory diseases. Therefore, we used high-throughput sequencing combined with viral metagenomics to characterise the viral community of tonsil samples from pigs coming from a conventional herd with lesions in the respiratory tract at slaughter. In parallel, samples from specific pathogen-free pigs were also analysed. This study showed a variable co-infection rate in the different pigs. The differences were not seen at the group level but in individual pigs. Some viruses such as adenoviruses and certain picornaviruses could be found in most pigs, while others such as different parvoviruses and anelloviruses were only identified in a few pigs. In addition, the complete coding region of porcine parvovirus 7 was obtained, as were the complete genomes of two teschoviruses. The results from this study will aid in elucidating which viruses are circulating in both healthy pigs and in pigs associated with respiratory illness. This knowledge is needed for future investigations into the role of viral-viral interactions in relation to disease development."
https://doi.org/10.1099/vir.0.043224-0,https://openalex.org/W2118405007,1,https://pubmed.ncbi.nlm.nih.gov/22875254,id_retrieval_doi,Identification and complete genome characterization of a novel picornavirus in turkey (Meleagris gallopavo).,"Members of the family Picornaviridae are important pathogens of humans and animals, although compared with the thousands of known bird species (>10 000), only a few (n = 11) picornaviruses have been identified from avian sources. This study reports the metagenomic detection and complete genome characterization of a novel turkey picornavirus from faecal samples collected from eight turkey farms in Hungary. Using RT-PCR, both healthy (two of three) and affected (seven of eight) commercial turkeys with enteric and/or stunting syndrome were shown to be shedding viruses in seven (88 %) of the eight farms. The viral genome sequence (turkey/M176/2011/HUN; GenBank accession no. JQ691613) shows a high degree of amino acid sequence identity (96 %) to the partial P3 genome region of a picornavirus reported recently in turkey and chickens from the USA and probably belongs to the same species. In the P1 and P2 regions, turkey/M176/2011/HUN is related most closely to, but distinct from, the kobuviruses and turdivirus 1. Complete genome analysis revealed the presence of characteristic picornaviral amino acid motifs, a potential type II-like 5' UTR internal ribosome entry site (first identified among avian-origin picornaviruses) and a conserved, 48 nt long 'barbell-like' structure found at the 3' UTR of turkey/M176/2011/HUN and members of the picornavirus genera Avihepatovirus and Kobuvirus. The general presence of turkey picornavirus - a novel picornavirus species - in faecal samples from healthy and affected turkeys in Hungary and in the USA suggests the worldwide occurrence and endemic circulation of this virus in turkey farms. Further studies are needed to investigate the aetiological role and pathogenic potential of this picornavirus in food animals."
https://doi.org/10.1099/vir.0.051797-0,https://openalex.org/W2033051111,1,https://pubmed.ncbi.nlm.nih.gov/23559479,id_retrieval_doi,Genetic characterization of a novel picornavirus in turkeys (Meleagris gallopavo) distinct from turkey galliviruses and megriviruses and distantly related to the members of the genus Avihepatovirus.,"This study reports the metagenomic detection and complete genome characterization of a novel turkey picornavirus from faecal samples of healthy (1/3) and affected (6/8) commercial turkeys with enteric and/or stunting syndrome in Hungary. The virus was detected at seven of the eight farms examined. The turkey/M176-TuASV/2011/HUN genome (KC465954) was genetically different from the currently known picornaviruses of turkey origin (megriviruses and galliviruses), and showed distant phylogenetic relationship and common genomic features (e.g. uncleaved VP0 and three predicted and unrelated 2A polypeptides) to duck hepatitis A virus (DHAV) of the genus Avihepatovirus. The complete genome analysis revealed multiple distinct genome features like the presence of two in-tandem aphthovirus 2A-like sequence repeats with DxExNPG/P 'ribosome-skipping' sites (76 %, 23/30 amino acids identical), with the first aphthovirus 2A-like sequence being located at the end of the VP1 capsid protein (VP1/2A1 'ribosome-skipping' site). The phylogenetic analyses, low sequence identity (33, 32 and 36 % amino acid identity in P1, P2 and P3 regions) to DHAV, and the type II-like internal ribosome entry site suggests that this turkey picornavirus is related to, but distinct from the genus Avihepatovirus and it could be the founding member of a novel Avihepatovirus sister-clade genus. This is the third, taxonomically highly distinct picornavirus clade identified from turkeys exhibiting varied symptoms."
https://doi.org/10.1128/jvi.03807-13,https://openalex.org/W2038402799,1,,search_title,Comparative Complete Genome Analysis of Chicken and Turkey Megriviruses (Family Picornaviridae): Long 3′ Untranslated Regions with a Potential Second Open Reading Frame and Evidence for Possible Recombination,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            Members of the family
            <jats:named-content content-type=""genus-species"">Picornaviridae</jats:named-content>
            consist of small positive-sense single-stranded RNA (+ssRNA) viruses capable of infecting various vertebrate species, including birds. One of the recently identified avian picornaviruses, with a remarkably long (&gt;9,040-nucleotide) but still incompletely sequenced genome, is turkey hepatitis virus 1 (THV-1; species
            <jats:named-content content-type=""genus-species"">Melegrivirus A</jats:named-content>
            , genus
            <jats:named-content content-type=""genus-species"">Megrivirus</jats:named-content>
            ), a virus associated with liver necrosis and enteritis in commercial turkeys (
            <jats:named-content content-type=""genus-species"">Meleagris gallopavo</jats:named-content>
            ). This report presents the results of the genetic analysis of three complete genomes of megriviruses from fecal samples of chickens (chicken/B21-CHV/2012/HUN, GenBank accession no.
            <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""gen"" xlink:href=""KF961186"">KF961186</jats:ext-link>
            , and chicken/CHK-IV-CHV/2013/HUN, GenBank accession no.
            <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""gen"" xlink:href=""KF961187"">KF961187</jats:ext-link>
            ) (
            <jats:named-content content-type=""genus-species"">Gallus gallus domesticus</jats:named-content>
            ) and turkey (turkey/B407-THV/2011/HUN, GenBank accession no.
            <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""gen"" xlink:href=""KF961188"">KF961188</jats:ext-link>
            ) (
            <jats:named-content content-type=""genus-species"">Meleagris gallopavo</jats:named-content>
            ) with the largest picornavirus genome (up to 9,739 nucleotides) so far described. The close phylogenetic relationship to THV-1 in the nonstructural protein-coding genome region and possession of the same internal ribosomal entry site type (IVB-like) suggest that the study strains belong to the genus
            <jats:named-content content-type=""genus-species"">Megrivirus</jats:named-content>
            . However, the genome comparisons revealed numerous unique variations (e.g., different numbers of potential 2A peptides, unusually long 3′ genome parts with various lengths of a potential second open reading frame, and multiple repeating sequence motifs in the 3′ untranslated region) and heterogeneous sequence relationships between the structural and nonstructural genome regions. These differences suggest the classification of chicken megrivirus-like viruses into a candidate novel species in the genus
            <jats:named-content content-type=""genus-species"">Megrivirus</jats:named-content>
            . Based on the different phylogenetic positions of chicken megrivirus-like viruses at the structural and nonstructural genome regions, the recombinant nature of these viruses is plausible.
          </jats:p>
          <jats:p>
            <jats:bold>IMPORTANCE</jats:bold>
            The comparative genome analysis of turkey and novel chicken megriviruses revealed numerous unique genome features, e.g., up to four potential 2A peptides, unusually long 3′ genome parts with various lengths containing a potential second open reading frame, multiple repeating sequence motifs, and heterogeneous sequence relationships (possibly due to a recombination event) between the structural and nonstructural genome regions. Our results could help us to better understand the evolution and diversity (in terms of sequence and genome layout) of picornaviruses.
          </jats:p>"
https://doi.org/10.1016/j.virol.2018.09.008,https://openalex.org/W2890351566,1,https://pubmed.ncbi.nlm.nih.gov/30245195,id_retrieval_doi,Multiple divergent picobirnaviruses with functional prokaryotic Shine-Dalgarno ribosome binding sites present in cloacal sample of a diarrheic chicken.,"Picobirnaviruses (PBVs) of family Picobirnaviridae have bisegmented (S1 and S2 segments), double-stranded RNA genomes. In this study a total of N = 12 complete chicken PBVs (ChPBV) segments (N = 5 of S1 and N = 7 of S2, Acc. Nos.: MH425579-90) were determined using viral metagenomic and RT-PCR techniques from a single cloacal sample of a diarrheic chicken. The identified ChPBV segments are unrelated to each other and distant from all of the currently known PBVs. In silico sequence analyses revealed the presence of conserved prokaryotic Shine-Dalgarno-like (SD-like) sequences upstream of the three presumed open reading frames (ORFs) of the S1 and a single presumed ORF of the S2 segments. According to the results of expression analyses in E. coli using 6xHis-tagged recombinant ChPBV segment 1 construct and Western blot these SD-like sequences are functional in vivo suggesting that S1 of study PBVs can contain three ORFs and supporting the bacteriophage-nature of PBVs."
https://doi.org/10.3201/eid2309.170168,https://openalex.org/W2741416794,1,,search_title,Indication of Cross-Species Transmission of Astrovirus Associated with Encephalitis in Sheep and Cattle,No abstract
,,1,,,No title,No abstract
https://doi.org/10.1128/jcm.01195-14,https://openalex.org/W2067623687,1,https://pubmed.ncbi.nlm.nih.gov/24989603,id_retrieval_doi,Neurotropic astrovirus in cattle with nonsuppurative encephalitis in Europe.,"Encephalitis is a frequently diagnosed condition in cattle with neurological diseases. Many affected animals present with a nonsuppurative inflammatory reaction pattern in the brain. While this pattern supports a viral etiology, the causative pathogen remains unknown in a large proportion of cases. Using viral metagenomics, we identified an astrovirus (bovine astrovirus [BoAstV]-CH13) in the brain of a cow with nonsuppurative encephalitis. Additionally, BoAstV RNA was detected with reverse transcription-PCR and in situ hybridization in about one fourth (5/22 animals) of cattle with nonsuppurative encephalitis of unknown etiology. Viral RNA was found primarily in neurons and at the site of pathology. These findings support the notion that BoAstV infection is a common cause of encephalitis in cattle. Phylogenetically, BoAstV-CH13 was closely related to rare astrovirus isolates from encephalitis cases in animals and a human patient. Future research needs to be directed toward the pathogenic mechanisms, epidemiology, and potential cross-species transmission of these neurotropic astroviruses."
https://doi.org/10.1128/genomea.01627-15,https://openalex.org/W2307764697,1,,search_title,Complete Genome Sequence of Porcine Parvovirus 2 Recovered from Swine Sera,"<jats:title>ABSTRACT</jats:title>
          <jats:p>A complete genomic sequence of porcine parvovirus 2 (PPV-2) was detected by viral metagenome analysis on swine sera. A phylogenetic analysis of this genome reveals that it is highly similar to previously reported North American PPV-2 genomes. The complete PPV-2 sequence is 5,426 nucleotides long.</jats:p>"
https://doi.org/10.1099/jgv.0.001022,https://openalex.org/W2791294579,1,https://pubmed.ncbi.nlm.nih.gov/29517476,id_retrieval_doi,Complete genome characterization of a rotavirus B (RVB) strain identified in Alpine goat kids with enteritis reveals inter-species transmission with RVB bovine strains.,"Rotavirus B (RVB) has been associated with enteric disease in many animal species. An RVB strain was identified in pooled intestinal samples from Alpine caprine kids (between 2 and 3 days of age) experiencing high (>90 %) morbidity, and the complete caprine RVB genome was characterized. Histology revealed villus atrophy, the samples tested positive for RVB by real-time RT-PCR and metagenomic next-generation sequencing identified only RVB and orf virus. In the VP4 gene segment, the caprine RVB strain had a higher percentage nucleotide identity to the Indian bovine RVB strains than to the Japanese bovine RVB strains, but the VP7, VP6, VP2, NSP1, NSP2 and NSP5 gene segments of the American caprine RVB strain were genetically related to the Japanese bovine RVB strains. The results indicate a lack of RVB sequences to understand reassortment or the evolutionary relationship of RVB strains from cattle and goats."
https://doi.org/10.1371/journal.pone.0072918,https://openalex.org/W2070685117,1,https://pubmed.ncbi.nlm.nih.gov/24023656,id_retrieval_doi,Identification and survey of a novel avian coronavirus in ducks.,"The rapid discovery of novel viruses using next generation sequencing (NGS) technologies including DNA-Seq and RNA-Seq, has greatly expanded our understanding of viral diversity in recent years. The timely identification of novel viruses using NGS technologies is also important for us to control emerging infectious diseases caused by novel viruses. In this study, we identified a novel duck coronavirus (CoV), distinct with chicken infectious bronchitis virus (IBV), using RNA-Seq. The novel duck-specific CoV was a potential novel species within the genus Gammacoronavirus, as indicated by sequences of three regions in the viral 1b gene. We also performed a survey of CoVs in domestic fowls in China using reverse-transcription polymerase chain reaction (RT-PCR), targeting the viral nucleocapsid (N) gene. A total of 102 CoV positives were identified through the survey. Phylogenetic analysis of the viral N sequences suggested that CoVs in domestic fowls have diverged into several region-specific or host-specific clades or subclades in the world, and IBVs can infect ducks, geese and pigeons, although they mainly circulate in chickens. Moreover, this study provided novel data supporting the notion that some host-specific CoVs other than IBVs circulate in ducks, geese and pigeons, and indicated that the novel duck-specific CoV identified through RNA-Seq in this study is genetically closer to some CoVs circulating in wild water fowls. Taken together, this study shed new insight into the diversity, distribution, evolution and control of avian CoVs."
https://doi.org/10.1186/s12985-018-1001-z,https://openalex.org/W2804253963,1,https://pubmed.ncbi.nlm.nih.gov/29801460,id_retrieval_doi,Metagenomic analysis of the RNA fraction of the fecal virome indicates high diversity in pigs infected by porcine endemic diarrhea virus in the United States.,"Emergence and re-emergence of porcine epidemic diarrhea virus (PEDV) in North America, Asia and Europe has caused severe economic loss to the global swine industry. However, the virome of PEDV infected pigs and its effect on disease severity remains unknown. The advancements of sequencing technology have made it possible to characterize the entire microbiome of different body sites for any host. The objective of this study was to characterize the RNA virome in PEDV-positive pigs using the hypothesis-free metagenomics approach based on next-generation sequencing. Specifically, 217 PEDV-positive swine fecal swab samples collected from diarrheic piglets over 17 US states during 2015-2016 were analyzed. A Kraken algorithm-based bioinformatics analysis revealed the presence of up to 9 different RNA genera besides PEDV (Alphacoronavirus genus), including Mamastrovirus (52%, 113/217), Enterovirus (39%, 85/217), Sapelovirus (31%, 67/217), Posavirus (30%, 66/217), Kobuvirus (23%, 49/217), Sapovirus (13%, 28/217), Teschovirus (10%, 22/217), Pasivirus (9%, 20/217), and Deltacoronavirus (3%, 6/217). There were 58 out of 217 piglets (27%) have PEDV infection alone whereas the remaining 159 (73%) shed 2 up to 9 different viruses. These findings demonstrated that PEDV infected diarrheic pigs had an extensive RNA viral flora consisting of four different families: Astroviridae, Picornaviridae, Caliciviridae, and Coronaviridae."
