pmid,doi,openalex_id,label_included,titles,abstracts
https://pubmed.ncbi.nlm.nih.gov/10090348,https://doi.org/10.1016/s0895-7061(98)00233-7,https://openalex.org/W2105973668,0,Antihypertensive monotherapy with nisoldipine CC is superior to enalapril in black patients with severe hypertension.,"A single-center, prospective double-blind randomized trial was conducted to compare the efficacy and safety of the calcium channel blocker nisoldipine in a sustained release coat-core formulation (CC), titrated from 10 mg to 40 mg daily, with the angiotensin converting enzyme inhibitor enalapril, titrated from 10 to 40 mg daily, in the treatment of black South African patients with severe hypertension (sitting diastolic blood pressure [DBP] between 115 and 140 mm Hg, confirmed by 24-h ambulatory blood pressure monitoring). Treatment target was a sitting DBP < 95 mm Hg by the 9th week of treatment. This was followed by a 4-month open phase using nisoldipine CC 10 to 60 mg daily. Ninety-six patients had complete data at baseline, and at the end of the double-blind and open phases, and were included in this analysis. In both groups, all patients required titration up to the maximal dose of double-blind medication. Monotherapy with nisoldipine CC, but not enalapril, significantly reduced both sitting and 24-h ambulatory blood pressure (BP). Twenty-four-hour BP in the nisoldipine CC group decreased from 179+/-14 / 118+/-7 to 144+/-16 / 94+/-10 mm Hg (P < .0001) versus 181+/-13 / 117+/-5 to 171+/-17 / 110+/-11 mm Hg in the enalapril group (P = ns). The profound decrease in blood pressure achieved with nisoldipine CC was accompanied by a significant reduction in left ventricular [LV] mass index, observed after only 2 months of treatment (from 146+/-40 to 129+/-35 g/m2, P = .05). In contrast, enalapril had no effect on LV mass (from 139+/-36 to 142+/-50 g/m2, P = NS). The antihypertensive effect of nisoldipine CC was further demonstrated in the open phase, during which 24-h BP decreased from 180+/-14 / 118+/-6 mm Hg (at baseline) to 142+/-16 / 92+/-10 mm Hg at the end of the 16-week open phase (P < .0001). This effect was sustained with trough-to-peak ratio of 74% for systolic and 67% for diastolic BP, with further regression in LV mass. Reduction in 24-h systolic BP to < 135 mm Hg was associated with a greater degree of regression of LV mass index in patients treated with nisoldipine CC. The incidence of adverse events in both groups was low and both nisoldipine CC and enalapril were well tolerated. The incidence of significant ventricular arrhythmia was also low and did not change with treatment. In conclusion, our findings suggest that nisoldipine CC administered once daily could be considered as a suitable first-line antihypertensive agent in black patients with severe hypertension, based on its profound and sustained blood-pressure-lowering effect, associated with significant regression of left ventricular mass and its low side effect profile."
https://pubmed.ncbi.nlm.nih.gov/10091520,,https://openalex.org/W1934807845,0,[The additional efficacy of the nifedipine-diuretic combination depends on the potency of the drug administered first and not the sequence of administration. A double blind study in salt-sensitive black hypertensives].,"To evaluate whether the additional antihypertensive efficacy of the nifedipine-thiazide combination depends on the sequence of drug administration and whether the natriuretic effect of thiazide persists when co-administered with nifedipine. Double blind, randomised, crossover, placebo-controlled study, in 12 salt-sensitive hypertensive black patients (SSH). Evaluation of the antihypertensive (24 h ambulatory monitoring) and natriuretic effects of placebo (PL), of nifedipine-GITS (NIF, 30 mg/d) and of hydrochlorothiazide (HCTZ, 25 mg/d) given alone and in combination within two separate therapeutic sequences: PL-->NIF-->NIF + HCTZ and PL-->HCTZ-->HCTZ + NIF (1 month for each therapeutic regimen). NIF induced greater (p < 0.04) reduction of 24 h mean arterial pressure (MAP) (-15.9 +/- 1.9 mm Hg, v PL) than HCTZ (-9.0 +/- 1.3 mm Hg). The association of NIF to HCTZ induced a greater (p < 0.05) additional reduction of MAP-24 h (9.7 +/- 2.2 mm Hg) than that produced by the association of HCTZ to NIF (4.1 +/- 1.3 mm Hg). NIF alone and in combination did not modify the diuresis-natriuresis observed with the previous treatment, whereas HCTZ alone and in combination always increased diuresis (by 25%) and natriuresis (by 53%). There was a significant negative correlation (r = -0.71, p < 0.001) between blood pressure (BP) reduction induced by the drug administered first (NIF or HCTZ) and the additional BP reduction obtained by the association of the second drug. In most of the SSH the NIF-GITS was more potent than HCTZ. NIF did not modify the diuretic-natriuretic effect of PL and of HCTZ. The greater potency of NIF may explain why in most patients the combination HCTZ to NIF induced a lower hypotensive effect than that of the association of NIF to HCTZ. Independently of the sequence of the drug administration, the lower the hypotensive effect of the drug administered first the greater the additional hypotensive effect that was observed by adding the second drug."
https://pubmed.ncbi.nlm.nih.gov/10099034,https://doi.org/10.1097/00045391-199801000-00005,https://openalex.org/W1973228555,0,Clinical and neurohormonal effects of nicardipine hydrochloride in patients with severe chronic heart failure receiving angiotensin-converting enzyme inhibitor therapy.,"It has been proposed that worsening of heart failure with dihydropyridines, such as nicardipine, is related to the activation of the neuroendocrine system. To test this, we evaluated 20 patients with severe heart failure (mean age, 55 +/- 13 years; New York Heart Association functional class III; left ventricular ejection fraction, 18% +/- 8% on maintenance therapy with captopril, digoxin, and diuretics) who were randomized to nicardipine (60 or 90 mg/d) or placebo during a 4-month double-blind protocol. The following measurements were obtained at baseline, monthly, and at 4 months or last follow-up visit: rest and exercise radionuclide ventriculography, maximal treadmill time, 6-minute walking test distance, serum norepinephrine and aldosterone concentrations, and plasma renin activity. During the follow-up period, worsening of heart failure occurred in 6 patients in the nicardipine group and in 2 patients in the placebo group (p = 0.06). The maximal treadmill time for a 6-minute walking distance and exercise radionuclide ejection fraction at the last follow-up visit did not change in patients who did not deteriorate with heart failure in the placebo or nicardipine groups as compared with baseline values. In this study group of patients with severe heart failure receiving therapy with digoxin, captopril, and diuretics, nicardipine was associated with worsening heart failure without an apparent activation of the neurohormones. However, because of the small number of patients and a significant number of patients who deteriorated during the follow-up period, no definitive conclusions can be made."
https://pubmed.ncbi.nlm.nih.gov/10099075,https://doi.org/10.1097/00045391-199809000-00007,https://openalex.org/W2027697161,0,"Low-dose combination treatment for hypertension versus single-drug treatment-bisoprolol/hydrochlorothiazide versus amlodipine, enalapril, and placebo: combined analysis of comparative studies.","To assess the efficacy and safety of 2.5, 5, and 10 mg bisoprolol/6. 25 mg hydrochlorothiazide (HCTZ), 2.5, 5, and 10 mg amlodipine; and 5, 10, 20, and 40 mg enalapril in subjects (n = 541) with a sitting diastolic blood pressure of 95 to 114 mm Hg, data from two comparative studies were pooled. All drugs were titrated to a diastolic blood pressure 90 mm Hg or less. Both studies were double-blind, randomized, parallel dose escalation trials with similar designs and included three active treatments. The second study also had a placebo group. The mean change from baseline of systolic and diastolic blood pressure for placebo (n = 79) was -0. 1/-2.2 mm Hg; amlodipine (n = 154), -12.4/-10.3 mm Hg; enalapril (n = 155), -9.4/-8.2 mm Hg; and bisoprolol/HCTZ (n = 155), -14.0/-12.0. Overall efficacy analyses documented a statistically significant decrease in sitting diastolic blood pressure for bisoprolol/6.25 mg HCTZ compared with placebo, amlodipine, and enalapril. There was a significant reduction in sitting systolic blood pressure for bisoprolol/6.25 mg HCTZ compared with placebo and enalapril but not amlodipine. Also, there was a significant decrease in sitting heart rate for bisoprolol/6.25 mg HCTZ (-6.2 beats/min) compared with placebo (+0.1 beats/min), amlodipine (+1.2 beats/min), and enalapril (+0.5 beats/min). The control rate (diastolic blood pressure < or = 90 mm Hg) for bisoprolol/6.25 mg HCTZ (66.5%) was significantly better than for placebo (21.8%) and enalapril (47.1%) but not amlodipine (58.4%). Of those patients achieving and maintaining control, 49% of the bisoprolol/6.25 mg HCTZ subjects were on the lowest two doses compared with 30% of the amlodipine and 26% of the enalapril subjects. Percentages of patients reporting at least one drug-related adverse event through week 12 were 27%, 24%, 28%, and 25% for placebo, bisoprolol/6.25 mg HCTZ, amlodipine, and enalapril (not significant). Lower doses of two drugs in fixed combination can provide as good or better blood pressure control compared with higher doses of a single drug with similar tolerability and safety."
https://pubmed.ncbi.nlm.nih.gov/10100056,https://doi.org/10.1038/sj.jhh.1000780,https://openalex.org/W2327739018,0,Baroreflex sensitivity changes with calcium antagonist therapy in elderly subjects with isolated systolic hypertension.,"In order to study the effects of calcium-blocking therapy on cardiovascular homeostasis in elderly subjects with isolated systolic hypertension, we performed a randomised double-blind placebo-controlled crossover study of 6 weeks therapy with modified-release nifedipine or placebo. Changes with calcium-blocker treatment in clinic and 24-h blood pressure (BP), heart rate, BP variability, baroreflex sensitivity (BRS) by three methods (Valsalva manoeuvre, phenylephrine and sodium nitroprusside injection), and in baroreflex- and non-baroreflex-mediated reflexes (tilt and cold face stimulus) were studied in 14 elderly subjects (mean age [+/- SEM] 70 +/- 1 years) with sustained isolated systolic hypertension (clinic BP 179 +/- 3/85 +/- 1 mm Hg). Clinic systolic BP, but not diastolic BP, was reduced with treatment (by 14 +/- 6 mm Hg, P = 0.03, diastolic BP 4 +/- 3 mm Hg, P = 0.16). Twenty-four hour BP was also reduced by nifedipine treatment (by 18 +/- 3/9 +/- 2 mm Hg, both P < 0.001). Clinic and 24-h heart rate, and daytime BP variability, were unchanged with treatment. BRS was significantly increased during nifedipine therapy by all three measurement methods (all P < 0.05). With 60 degrees tilt during active treatment, subjects exhibited a greater heart rate increase (P < 0.01), and a reduced fall in systolic (P < 0.05) and diastolic BP (P < 0.05). Thus despite the arteriosclerosis and reductions in large artery compliance described in elderly patients with isolated systolic hypertension, clinically important improvements in clinic and ambulatory BP and some aspects of cardiovascular homeostasis can be achieved with calcium-channel blocking therapy."
,https://doi.org/10.1038/sj.jhh.1000769,,0,"Systolic Hypertension in Europe (Syst-Eur) Trial Phase 2: objectives, protocol, and initial progress",No abstract
https://pubmed.ncbi.nlm.nih.gov/10100066,https://doi.org/10.1097/00004872-199917030-00001,https://openalex.org/W2315035482,0,Antihypertensive treatment and the prevention of dementia: further insights from the Syst-Eur trial.,No abstract
https://pubmed.ncbi.nlm.nih.gov/10100083,https://doi.org/10.1097/00004872-199917030-00018,https://openalex.org/W2319820844,0,Controlled study of the effect of angiotensin converting enzyme inhibition versus calcium-entry blockade on insulin sensitivity in overweight hypertensive patients: Trandolapril Italian Study (TRIS).,"The aim of this study was to evaluate the effect of trandolapril, an angiotensin converting enzyme inhibitor, on blood pressure, forearm blood flow and insulin sensitivity in comparison with nifedipine gastrointestinal therapeutic system. This is a multicentre, two-way parallel-group, open-label comparative study in 90 overweight hypertensive patients, who were randomly assigned to treatment for 8 weeks with either trandolapril or nifedipine. At baseline and after treatment, all patients underwent an oral glucose tolerance test, an evaluation of their metabolic profiles and a euglycaemic hyperinsulinaemic clamp test. In a subgroup of 18 patients, a forearm study was carried out. Blood pressure fell by the second week of treatment and remained significantly reduced compared with baseline in both treatment groups. Plasma triglyceride levels were also significantly reduced after trandolapril therapy, but no significant changes occurred in the other metabolic parameters during treatment with either drug. During the euglycaemic hyperinsulinaemic clamp, whole-body glucose use was similar in the two treatment groups at baseline, and a moderate but statistically significant increase in insulin sensitivity was observed after trandolapril treatment (trandolapril: 5.0 +/- 0.2 versus 4.5 +/- 0.2 mg/kg per min; nifedipine: 4.1 +/- 0.3 versus 4.2 +/- 0.3 mg/kg per min; P < 0.05, versus baseline and trandolapril versus nifedipine treatment). Skeletal muscle glucose uptake was significantly higher after trandolapril than after nifedipine therapy (5.0 +/- 0.7 and 3.0 +/- 0.4 mg/min, respectively; P < 0.01). As forearm blood flow was similar in the two treatment groups at baseline and was unchanged after 8 weeks of therapy, skeletal muscle glucose extraction was significantly greater in the ACE inhibitor treated-group than in the nifedipine comparative group (trandolapril: baseline 21 +/- 2, treatment 24 +/- 3 mg/dl; nifedipine: baseline 18 +/- 3, treatment 16 +/- 2 mg/dl; P < 0.05, trandolapril versus nifedipine treatment). During short-term treatment, ACE inhibition with trandolapril was able to moderately improve insulin sensitivity, in comparison with calcium blockade, and this effect appeared to be independent of the haemodynamic action of the drug."
https://pubmed.ncbi.nlm.nih.gov/10158113,,https://openalex.org/W2406071529,0,Efficacy of preconditioning with intracoronary diltiazem in preventing laser-induced spasm.,"Laser energy produces a multitude of effects, resulting both in therapeutic tissue ablation and complications such as laser-induced spasm (LIS). LIS can occur during lasing itself or during subsequent adjunctive angioplasty. Intracoronary diltiazem (ICD) can partially reverse LIS after it occurs. To determine whether pre-treatment with ICD might prevent LIS during laser interventions, 3 groups of 50 lesions each were studied. Group 1 served as controls receiving no ICD during the procedure. Group 2 received 2.5 mg ICD before lasing. Group 3 received ICD before lasing and then a second infusion of 2.5 mg ICD after lasing but before adjunctive therapy. There were no differences in clinical characteristics of the 3 groups. Over 75% of lesions in each group were complex (B2 or C) lesions, and average lesion length was 15 mm in all 3 groups. Procedural success was > or = 94% in all groups. There was no significant difference among groups in pre-procedure artery stenosis, post-procedure stenosis, laser power used or number of laser pulses delivered. Pretreatment with ICD produced vasodilation of the minimum lumen diameter from 0.86 +/- 0.1 to 1.0 +/- 0.1 mm (p < 0.01) and was well tolerated. Control patients exhibited a 12% incidence of LIS. Group 2 had an 80% reduction of LIS during lasing (p < 0.01) but had increased LIS during adjunctive therapy with the same 12% incidence of LIS overall. Group 3 had only a 2% incidence of LIS (p < 0.01). We concluded that pretreatment with ICD significantly reduces LIS. Multiple infusions of ICD are necessary to sustain this protective effect."
https://pubmed.ncbi.nlm.nih.gov/10172139,,https://openalex.org/W131874683,0,Incidence of adverse drug reactions in adult medical inpatients.,"This study was a prospective observational study of ADR occurrence and evaluation in adult internal medicine inpatients conducted over a 120-day period. Clinical pharmacists screened for ADRs at a county hospital in Indianapolis, IN. Patient information was reviewed on admission, every four days during hospitalization, and at discharge. ADRs occurring after hospital admission were assessed for causality, severity, pharmacological type (i.e., augmented pharmacology versus idiosyncratic reaction) and affected organ system. Nurse and pharmacist reports, incident reports, physician consults, patient transfers to critical care units, and serum drug concentration reports were additional means of ADR identification. Overall, 23.1% of patients experienced an ADR while 2.6% of the 11,702 drug exposures resulted in an ADR. Patients aged greater than 65 years (29.6% vs. 20.5% for younger patients) and females (26.2% vs. 20% for males) were at higher risk for ADR development (p < 0.05). Length of hospital stay was longer (13.3 days vs. 6.7 days; p < 0.05) and drug exposures more frequent for patients experiencing ADRs (p < 0.001). Furosemide elicited the most ADRs with 36 in 244 patient exposures (14.7%). Diltiazem, enalapril, heparin, trimterene/hydrochlorothiazide combination and captopril were also frequently implicated. ADRs were classified as mild (35.9%), moderate (52.6%), and severe (10.2%). Organ systems most commonly affected were the metabolic/hematologic (32.9%), gastrointestinal (17.8%), genitourinary (11.8%), and cardiovascular (10.5%). Over 30% of events were idiosyncratic reactions. ADR incidence was consistent with previous literature. Many frequently implicated medications were newer agents and the severity of events was less than previously reported."
https://pubmed.ncbi.nlm.nih.gov/10183386,,https://openalex.org/W4300858407,0,Gingival hyperplasia due to calcium antagonists.,No abstract
